ID	Nom
273	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1138
274	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1156
275	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1157
276	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1159
277	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1160
278	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1161
279	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1162
280	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1163
281	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1164
282	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1165
283	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1166
284	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1176
285	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1180
286	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1182
287	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1209
288	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1215
289	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1501
290	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1504
291	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1505
292	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1519
293	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1525
294	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1543
295	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1546
296	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1547
297	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1554
298	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1068
299	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1169
300	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1178
301	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1206
302	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1514
303	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1611
304	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1589
305	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1590
306	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1591
307	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1592
308	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1593
309	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1594
310	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1595
311	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1596
312	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1597
313	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1598
314	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1583
315	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1584
316	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1585
317	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1586
318	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1587
319	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1588
320	http://d3fend.mitre.org/ontologies//var/www/html/ADG/d3fend.owl#T1608
